t-3	t-2	t-1	t0	t1	Naive Bayes	n
continuous	continuous	continuous	continuous	continuous	discrete	continuous
					class	meta
-5377.32748378	-5704.27398748	-6031.22049118	-5904.1451253	-5750.95996773	-1040	754.0
2006.21434896	2015.79355764	2025.37276632	1929.85569027	1812.83248343	-26	756.0
-2517.02616978	-2634.04937663	-2751.07258347	-2707.76426549	-2631.55036975	-2106	757.0
11134.2197263	11183.7168379	11233.2139495	11084.0855543	10751.2029253	2133	760.0
-8223.10693127	-8555.98956033	-8888.87218939	-8894.84564988	-8779.44723474	-1040	761.0
12569.2595656	12684.6579807	12800.0563958	12857.0228734	12327.4595568	2133	762.0
-12562.0163255	-13091.5796422	-13621.1429588	-13856.281515	-13707.079951	-1040	763.0
3711.76923077	3812.08731809	3912.40540541	3929.50828763	3814.24690047	2106	765.0
1701.66608846	1801.76409367	1901.86209887	1848.67450189	1729.45346508	-26	770.0
3134.87139978	3275.08628844	3415.30117711	3455.08789704	3337.00233249	-26	774.0
-87.4790396531	-205.56460421	-323.650168766	-314.499287924	-275.64462791	-2133	775.0
1395.1057527	1433.96041271	1472.81507272	1440.73712009	1120.24906992	-26	776.0
-2405.11948199	-2725.60753216	-3046.09558234	-3231.73318783	-3090.4101828	-2106	777.0
1087.34909636	1231.54433089	1375.73956541	1405.10237832	1309.09545107	-26	780.0
7093.4940323	7177.38999117	7261.28595003	6476.87892899	5308.71711826	2133	782.0
-5204.73917831	-6372.90098904	-7541.06279977	-8088.79153197	-7802.25557552	-1040	783.0
1653.43098749	1939.96694394	2226.5029004	2190.20381809	1834.52524554	-26	784.0
14086.9161168	14193.6046478	14300.2931788	14114.2600795	13835.3054719	2133	786.0
-7086.29009665	-7365.24470423	-7644.19931181	-7676.30321753	-7579.28912677	-1040	787.0
-2340.52822585	-2243.51413509	-2146.50004434	-2351.74647361	-2747.44849418	-2106	788.0
-3934.55455589	-4330.25657646	-4725.95859704	-5022.03923335	-4756.9974564	-1040	789.0
-852.092411565	-935.823926784	-1019.555442	-1044.14679413	-969.604833576	-2133	792.0
-3649.80610099	-3943.91738957	-4238.02867815	-4158.41682173	-4051.5789271	-1040	794.0
9461.00538462	9517.10121457	9573.19704453	9311.92063218	8394.78181034	2133	797.0
-8113.71698276	-9030.8558046	-9947.99462644	-10012.7948709	-9795.59200512	-1040	798.0
-6834.61118692	-7164.74277888	-7494.87437084	-7535.26882364	-7418.44378996	-1040	801.0
1097.30630729	1203.24079895	1309.17529061	1353.4032707	1267.69631814	-26	804.0
-960.684448253	-1046.39140081	-1132.09835336	-1188.54824741	-1140.91340075	-2133	805.0
18607.104072	7970.81846932	-17972.1804765	-20577.3059772	-20084.9172845	-2106	812.0
-1710.51780669	-1958.77350857	-2207.02921046	-2262.23206517	-2185.08804135	-2133	814.0
-2386.63829093	-2559.28387822	-2731.92946551	-2788.49270341	-2695.95679706	-2106	817.0
5909.88249418	6002.41840054	6094.9543069	1636.91694752	-6142.85491895	2160	818.0
32718.9445117	32847.0235473	32975.102583	30988.0966262	28657.5255756	2133	820.0
-24945.6085883	-27276.1796389	-29606.7506896	-30291.0983987	-30008.7268242	-1040	821.0
11782.2662116	12064.6377862	12347.0093608	12356.5419406	12019.5100965	2133	822.0
-8202.4005461	-8539.43239014	-8876.46423419	-8769.68476307	-8656.85101245	-1040	823.0
-12223.6968477	-12435.0716615	-12646.4464754	-12719.8982426	-12566.0389367	-1040	826.0
8666.54527629	8820.40458218	8974.26388807	8978.40286243	8558.13374001	2133	827.0
-8672.90027919	-9093.16940161	-9513.43852403	-9654.09055522	-9470.81671624	-1040	828.0
-3023.76450054	-3216.20625873	-3408.64801693	-3490.87167218	-3384.95033275	-1040	830.0
-9506.39077976	-9727.20380758	-9948.01683539	-9952.81809083	-9832.51504796	-1040	833.0
12543.8509257	12664.1539686	12784.4570115	12663.6461659	12471.2420348	2133	834.0
3546.08158782	3716.55556222	3887.02953663	3951.69878306	3828.90571977	2106	843.0
-223.265368796	-346.058432086	-468.851495376	-424.278424565	-373.853259153	-2133	844.0
2601.23150016	2651.65666558	2702.08183099	2709.7637002	2555.0552861	-26	845.0
-2395.61396489	-2550.32237899	-2705.03079308	-2769.84122442	-2695.571109	-2106	846.0
-3836.07363361	-4149.74645539	-4463.41927717	-4401.25214097	-4295.52228086	-1040	851.0
10724.8577301	10792.2271342	10859.5965384	10266.3808069	9626.96769966	2133	855.0
-11473.6648389	-12113.0779461	-12752.4910533	-12493.1094673	-12218.7090818	-1040	856.0
4378.61103126	4409.19518905	4439.77934683	4385.30547374	4234.77587787	2133	858.0
-3893.8222994	-4165.84185906	-5134.54973153	-5321.8750744	-5068.26221486	-1040	860.0
-2119.9032581	-2277.19897908	-2434.49470006	-2555.37536523	-2407.83850985	-2133	864.0
3788.70941634	3936.24627173	4083.78312711	4148.71185083	3969.67449155	-2106	865.0
-1043.37156828	-1222.40892756	-1401.44628684	-1426.63145942	-1408.18839721	-2133	866.0
10937.3714458	11059.9900951	11182.6087444	10802.5790926	10008.3980222	2133	873.0
2950.62210318	2958.88222921	2967.14235524	2941.26582712	2897.33270127	-26	877.0
-47.0888334996	-2655.72051894	-5264.35220438	-5582.57262138	-5417.34910959	-2106	879.0
7800.53183378	7965.75534557	8130.97885736	5993.13554331	2608.80327701	2133	880.0
-775.528989298	-4159.8612556	-7544.19352191	-7468.7847153	-6927.27889082	-1040	881.0
1195.30847642	-84.868194127	-1441.06252855	-1348.09042567	-1196.25409649	-2133	883.0
8112.70704203	8238.14961211	8363.59218219	2440.44891789	-8404.80872633	2160	886.0
1689.76385098	2078.01664242	2466.26943385	2592.16156607	1986.85166395	-26	888.0
-434.387944535	-1039.69784666	-1645.00774878	-2044.33037279	-1881.47896613	-2133	889.0
886.994947038	1049.84635369	1212.69776035	-259.375377372	-1865.79057695	-2106	890.0
-933.377509125	-1594.5632582	-2255.74900728	-2153.94698894	-2043.68477072	-2133	893.0
13503.2879986	13613.5502168	13723.812435	13225.5185347	12528.0645013	2133	894.0
-9093.01053499	-9790.46456842	-10487.9186018	-10927.2203887	-10739.357057	-1040	895.0
20546.1819975	20586.6247805	20627.0675635	19722.53095	13892.6876862	2133	901.0
-15256.5286329	-21086.3718967	-26916.2151605	-27842.9179857	-26609.7200821	-1040	902.0
4947.02397832	5017.65065234	5088.27732636	923.401164201	-4172.10016978	2160	914.0
5088.27732636	923.401164201	-4172.10016978	-5684.27398489	-5294.33342025	-2106	915.0
944.715613858	1334.65617849	1724.59674312	1374.7715933	946.459297751	-26	916.0
2613.70084706	2729.56840309	2845.43595912	1109.89454887	-2878.79100621	-26	919.0
5918.80263957	5990.08403345	6061.36542732	6052.41958411	5909.08966492	2133	928.0
-1400.7362142	-1544.0661334	-1687.3960526	-1710.99393617	-1696.4849995	-2133	929.0
-1116.1275327	-1101.61859603	-1087.10965936	-1280.09427528	-1474.65908233	-2133	930.0
-2836.61273171	-3031.17753876	-3225.74234581	-3156.17892699	-3026.12127463	-2106	931.0
-1597.64382432	-1874.87666441	-2152.10950451	-2277.91597155	-2095.55514072	-2133	935.0
205.153672019	229.997536563	254.841401106	-171.412357465	-2117.80588703	-2133	940.0
254.841401106	-171.412357465	-2117.80588703	-2211.39402442	-2052.78542057	-2133	941.0
2112.38750165	2336.66227828	2560.9370549	2559.51718733	1259.70811812	-26	944.0
3447.23842536	3482.95754742	3518.67666948	3472.16154833	3317.09249533	-26	949.0
2913.6506582	2936.62964381	2959.60862941	2965.49043756	2836.64011617	-26	953.0
-2235.94069101	-2595.88056789	-2955.82044476	-2956.17892418	-2719.01835873	-2133	955.0
1690.28328676	1695.24444317	1700.20559957	1660.0033871	1594.2099485	-26	957.0
-1178.00327262	-1730.29646878	-2282.58966493	-2783.04646686	-2537.49671014	-2133	959.0
-2301.88409737	-2564.11699351	-2826.34988966	-3019.7916311	-2814.47654304	-2106	962.0
-3356.79455487	-3820.47866933	-4284.16278379	-4478.20105885	-4343.21460022	-1040	970.0
5319.70512821	5420.07692308	5520.44871795	4957.27550685	4307.80696515	2133	974.0
4249.70706035	4392.50319564	4535.29933092	4407.94023063	4080.83071398	2133	976.0
-2788.46913561	-3115.57865226	-3442.68816891	-3490.5210084	-3358.09771601	-1040	977.0
5704.86338243	5804.94870493	5905.03402743	5756.7705824	5350.82179556	2133	980.0
-2768.15394127	-3174.10272811	-3580.05151495	-3448.01605481	-3288.17758348	-1040	981.0
5007.35638427	5064.96422822	5122.57207217	4545.19518384	3888.06755854	2133	984.0
-4654.59157039	-5311.71919569	-5968.846821	-6009.73361031	-5869.67767624	-1040	985.0
8976.25133495	9116.30726902	9256.36320308	7728.78620469	4927.96546326	2133	986.0
4333.15827253	4439.32774561	4545.49721869	3467.90315101	1795.58903841	2160	989.0
42659.898814	42750.2442674	42840.5897209	40738.8243582	37731.5440098	2133	992.0
-5414.93512215	-5799.02173275	-6183.10834335	-6088.9545213	-5892.11552087	-1040	995.0
-4151.12447589	-4503.98342684	-4856.84237779	-4911.77981492	-4758.50684331	-1040	998.0
-9048.26084305	-9228.29223523	-9408.32362741	-9366.75089273	-9262.53381565	-1040	1002.0
2383.7098757	2485.9013564	2588.09283709	2436.82753809	2252.13504776	-26	1005.0
-2365.17721071	-2549.86970105	-2734.56219139	-2854.77511539	-2757.63157724	-2106	1006.0
1985.6600422	2023.3444597	2061.0288772	1969.29657285	1801.31603158	-26	1008.0
-2062.23641771	-2230.21695898	-2398.19750026	-2410.7574796	-2320.70149711	-2133	1009.0
8644.15619315	8730.55048257	8816.94477199	8423.91547271	7800.33158836	2133	1013.0
-5294.92998287	-5918.51386721	-6542.09775156	-6766.90194989	-6169.5972426	-1040	1014.0
-110.554025289	-202.975314149	-295.396603009	-381.455015015	-319.847510001	-2133	1017.0
19175.5185968	19266.2826175	19357.0466383	18918.3751037	18163.2820164	2133	1022.0
1028.44890925	1042.44213462	1056.43535998	981.852322695	848.790312368	-26	1027.0
-5671.24819367	-5804.31020399	-5937.37221432	-5985.88945703	-5859.94611312	-1040	1028.0
9981.97724139	10069.6048941	10157.2325467	9832.25017983	9305.60795469	2133	1031.0
-7546.94324987	-8073.58547501	-8600.22770016	-8555.26380341	-8371.70721055	-1040	1032.0
2091.01858258	2274.57517544	2458.1317683	2406.50578184	2161.32053738	-26	1033.0
-2987.5695962	-3232.75484065	-3477.94008511	-3556.57452963	-3413.31106466	-1040	1034.0
7791.27467653	7866.56939875	7941.86412097	7047.48511273	5749.32417279	2133	1036.0
-5934.12428667	-7232.28522661	-8530.44616655	-9098.304804	-8881.05788873	-1040	1037.0
-4907.04542461	-5186.40121883	-5465.75701304	-5573.77796808	-5426.21215319	-1040	1040.0
5195.17606164	5198.19024002	5201.2044184	5168.80580674	4683.52153347	2133	1047.0
-12301.4280312	-12786.7123045	-13271.9965778	-13278.1865617	-13092.0593972	-1040	1048.0
6823.54719572	7009.67436014	7195.80152456	7275.35994742	7155.99291516	2133	1049.0
5810.57414966	5910.75646259	6010.93877551	5941.0362237	5475.51868885	2133	1052.0
-2903.79693846	-3369.31447331	-3834.83200816	-3824.14404194	-3694.30161167	-1040	1053.0
3576.87448344	3706.71691371	3836.55934398	3689.41907357	3539.1710829	2106	1054.0
-1719.5085906	-1869.75658127	-2020.00457194	-2035.29657295	-2003.2847954	-2133	1055.0
5929.83915449	6012.25992647	6094.68069845	5865.13466241	5454.04642325	2133	1057.0
-4823.15955574	-5234.2477949	-5645.33603406	-5888.88918684	-5713.45726481	-1040	1058.0
-676.628158261	-735.490384874	-794.352611488	-807.483534924	-797.702195447	-2133	1060.0
5409.35493852	5484.42173898	5559.48853943	4423.66904762	76.6557387057	2133	1062.0
6415.88033327	6492.99314111	6570.10594895	6280.22076421	5815.37801011	2133	1065.0
-3946.31982607	-4411.16258018	-4876.00533428	-5022.68298434	-4855.07779224	-1040	1066.0
843.498739168	1011.10393127	1178.70912337	1296.17168652	1156.09335028	-26	1067.0
-1365.31670207	-1505.39503831	-1645.47337455	-1627.5204408	-1535.9257155	-2133	1068.0
-6891.14913283	-7271.45377899	-7651.75842515	-7738.458946	-7531.27959428	-1040	1075.0
2827.68799216	3034.86734389	3242.04669562	3368.91267392	2215.1229271	-26	1076.0
-2400.03606018	-3553.825807	-4707.61555382	-4362.36471577	-3969.68677695	-1040	1077.0
32.0740883574	-37.6391330669	-107.352354491	-165.805135973	-106.099229857	-2133	1079.0
1207.4307047	1267.13661081	1326.84251693	1323.26031675	1222.50224083	-26	1080.0
-389.626973915	-490.385049836	-591.143125758	-568.509507287	-515.589894205	-2133	1081.0
1147.09296321	1153.46088785	1159.82881249	1074.93506522	987.520175308	-26	1083.0
-1023.02229273	-1110.43718265	-1197.85207256	-1238.51212847	-1181.33883806	-2133	1084.0
4620.8920967	4669.13413089	4717.37616508	4363.80800607	3778.95790751	2133	1086.0
-4993.79357089	-5578.64366945	-6163.49376801	-6250.2074631	-6082.92192763	-1040	1087.0
4288.7812713	4456.06680677	4623.35234223	4703.2661446	4471.6195346	2133	1088.0
-2709.4253755	-2941.07198551	-3172.71859551	-3128.84911615	-3032.13259174	-2106	1089.0
3157.72497056	3254.44149497	3351.15801938	3176.67570349	2820.18072006	-26	1090.0
28835.7437679	28923.9251901	29012.1066123	26034.2370351	22796.3602094	2133	1094.0
-22533.9153506	-25771.7921763	-29009.669002	-29869.8092627	-28609.5195789	-1040	1095.0
23246.3751108	23296.4683327	23346.5615547	22350.2522688	20632.7492032	2133	1100.0
-25739.8335688	-27457.3366344	-29174.8397	-30351.2768215	-29825.9932507	-1040	1101.0
-1600.51551319	-1714.59169141	-1828.66786963	-1860.45256954	-1806.12516554	-2133	1103.0
1127.55465052	1181.88205452	1236.20945852	1127.03658891	644.227918433	-26	1104.0
8445.64104153	8462.7611312	8479.88122088	8321.81718179	7839.1850978	2133	1107.0
-10018.2020097	-10500.8340937	-10983.4661777	-11385.9679098	-11111.7547035	-1040	1108.0
6735.77801894	6797.42864773	6859.07927652	6765.05472111	6558.09358309	2133	1110.0
10075.7293468	10163.5528342	10251.3763216	10165.1891731	9763.19489004	2133	1113.0
-8326.54784583	-8728.54212885	-9130.53641187	-9102.74207819	-8927.9254708	-1040	1114.0
-11805.6942182	-12076.0793958	-12346.4645735	-12613.9099948	-12454.5797776	-1040	1122.0
5774.63015691	5803.37780531	5832.12545372	5620.92182056	5360.72356486	2133	1127.0
-7909.38747596	-8169.58573166	-8429.78398737	-8331.3538036	-8134.08824778	-1040	1128.0
5679.99028347	5735.608948	5791.22761253	5733.58716119	5525.04212613	2133	1131.0
-4068.02948684	-4276.57452191	-4485.11955697	-4412.56780049	-4316.84654754	-1040	1132.0
5039.29660202	5325.27533037	5611.25405872	4825.6863809	3557.97069995	2133	1143.0
-2780.60770483	-4048.32338578	-5316.03906674	-5478.14730638	-5349.51004998	-1040	1144.0
14077.3304863	14087.8649063	14098.3993263	14040.2329754	13275.693095	2133	1147.0
-18834.9818796	-19599.5217599	-20364.0616403	-20872.638567	-20605.0459767	-1040	1148.0
4548.65751149	4816.25010179	5083.84269209	5005.15563972	4702.29416865	2133	1149.0
-5292.13437664	-5594.99584771	-5897.85731878	-6009.07351364	-5896.51505201	-1040	1150.0
14926.8003502	15039.3588118	15151.9172734	15043.1220064	14736.7661805	2133	1151.0
-9771.69988523	-10078.0557111	-10384.4115369	-10451.8188365	-10341.6964723	-1040	1152.0
5310.3600823	5410.55555556	5510.75102881	5555.52011732	5496.80203637	2133	1154.0
-3630.16277381	-3832.22780038	-4034.29282695	-4208.07262557	-4098.80194346	-1040	1156.0
12401.0710561	12510.3417382	12619.6124203	12239.5979414	10559.7463797	2133	1157.0
2021.07142857	2122.125	2223.17857143	2108.50811193	1980.65069686	-26	1160.0
62.7894708188	-65.0679442509	-192.925359321	-250.065060783	-226.678507107	-2133	1161.0
1913.63636364	2014.35406699	2115.07177033	2021.41418764	1885.66423965	-26	1166.0
1547.65226986	1609.76518196	1671.87809406	1583.44377768	1454.68641576	-26	1169.0
538.811640004	467.76374887	396.715857736	398.693890918	419.748798277	-26	1174.0
3611.39568345	3711.71223022	3812.02877698	3704.45133836	3464.80380254	-26	1176.0
-1088.49937806	-1328.14691388	-1567.7944497	-1498.34670537	-1413.73720039	-2133	1177.0
1970.64299902	2055.25250401	2139.86200899	2035.42710537	1893.06612357	-26	1178.0
-1381.23645789	-1523.5974397	-1665.9584215	-1662.23654007	-1601.34672913	-2133	1179.0
-1805.78041606	-2007.15476486	-2208.52911365	-2255.06513859	-2134.67114342	-2133	1182.0
-21.0752880454	-68.1106804212	-115.146072797	-151.551322404	-128.964023012	-2133	1185.0
345.369264204	367.956563595	390.543862987	392.308684617	338.18564586	-2106	1186.0
-473.6599355	-527.782974257	-581.906013015	-595.350081922	-564.888039323	-2133	1187.0
1109.46	1210.32	1311.18	1365.21384615	1303.44003497	-26	1190.0
500.38048951	438.606678322	376.832867133	341.460057859	375.955409836	-26	1191.0
1307.32991321	1341.82526519	1376.32061716	1302.08418833	1083.42424455	-26	1192.0
3756.90838245	3765.24506743	3773.5817524	3661.6610144	3500.60361982	2106	1197.0
-534.3163785	-701.691433491	-869.066488482	-887.904776403	-848.861440864	-2133	1201.0
1511.31532753	1570.24904973	1629.18277192	1614.40470237	1446.09433729	-26	1203.0
-1078.56113885	-1246.87150393	-1415.18186901	-1389.44205377	-1309.36773729	-2133	1204.0
587.372044015	615.398378768	643.424713521	578.591368016	479.361806194	-26	1208.0
-711.392935667	-810.622497489	-909.85205931	-891.043520283	-820.721921701	-2133	1209.0
2010.15974441	2110.66773163	2211.17571885	2265.25966349	2176.7365925	-26	1212.0
183.746877058	185.358073799	186.969270541	145.941130839	104.083942824	-2106	1214.0
2395.72271972	2404.63136485	2413.54000999	2384.18590779	2157.79407805	-26	1230.0
-3275.60983577	-3502.00166551	-3728.39349526	-3736.96421329	-3610.57995558	-1040	1231.0
939.253321871	1065.63757958	1192.02183729	1242.01599257	1070.47770226	-26	1232.0
-1674.13494268	-1845.67323298	-2017.21152329	-2014.3262323	-1910.73464482	-2133	1233.0
1197.01297968	1300.60456717	1404.19615465	1397.10397042	1255.63334508	-26	1234.0
-1007.89666035	-1149.36728569	-1290.83791103	-1382.59804353	-1299.44703771	-2133	1235.0
-624.111955632	-641.197125691	-658.28229575	-652.537144296	-638.083118567	-2133	1238.0
-10320.5652794	-10812.4761144	-11304.3869495	-11627.3330074	-11434.0243644	-1040	1243.0
-3137.30497484	-3275.05875084	-3412.81252684	-3417.83001944	-3284.96185104	-1040	1245.0
-889.325868623	-950.738009105	-1012.15014959	-1027.74889132	-1000.01988032	-2133	1249.0
-2210.72398946	-2365.80090551	-2520.87782155	-2606.60245969	-2462.5550295	-2133	1254.0
37254.1168849	37318.2612191	37382.4055533	37108.0958438	36623.3154985	2133	1261.0
-30276.3721541	-30761.1524994	-31245.9328447	-31314.3047514	-31206.6025261	-1040	1262.0
13278.0	13378.5909091	13479.1818182	13505.5110152	13427.2758429	2133	1264.0
11121.512786	11221.7065949	11321.9004038	11348.6186727	10991.3937579	2133	1274.0
-5440.95232106	-5798.17723582	-6155.40215058	-6375.87814091	-6257.10656573	-1040	1275.0
7601.32582811	7634.42942302	7667.53301792	7678.76390532	7636.73059664	2133	1277.0
-12501.20403	-13096.0260175	-13690.848005	-13452.2442983	-13133.5462189	-1040	1279.0
1845.26351224	2163.96159163	2482.65967101	2644.19342089	2443.07892937	-26	1280.0
-1981.43988413	-2182.55437565	-2383.66886717	-2535.99796043	-2437.83101906	-2133	1281.0
10149.3777778	10249.8666667	10350.3555556	10427.5903321	9706.55503391	2133	1284.0
-6156.22152669	-6877.2568249	-7598.29212311	-7767.36387012	-7557.06365395	-1040	1285.0
-1591.9965725	-1737.1434049	-1882.29023729	-1889.17173489	-1819.53469786	-2133	1287.0
3168.9370624	3251.55944723	3334.18183205	3301.3422619	1981.9308402	-26	1293.0
-3295.71484663	-4615.12626833	-5934.53769004	-6467.16777735	-6318.17325337	-1040	1294.0
-13083.440851	-13748.3532092	-14413.2655674	-15047.4674192	-14700.3929334	-1040	1297.0
-2051.59814436	-2222.7111554	-2393.82416644	-2378.82204627	-2275.24559882	-2133	1299.0
314.165587483	417.742034935	521.318482387	494.131714659	74.6718237225	-26	1300.0
-1183.70784909	-1603.16774003	-2022.62763096	-2205.13177868	-2063.32439826	-2133	1301.0
2758.12653601	2899.93391643	3041.74129684	3075.51784732	2960.06394665	-26	1302.0
-272.645271837	-388.099172498	-503.553073158	-565.438209601	-487.661634379	-2133	1303.0
8378.86794089	8456.64451611	8534.42109133	5651.6741988	1480.93989111	2133	1304.0
-2689.79441658	-6860.52872427	-11031.263032	-10903.1289922	-10477.746938	-1040	1305.0
8822.91526112	8844.86588583	8866.81651053	8347.97529508	7798.31512266	2133	1309.0
-9790.81039483	-10340.4705673	-10890.1307397	-10798.2489717	-10642.3539908	-1040	1310.0
9156.30857753	9312.20355838	9468.09853924	9502.49615135	9415.53980364	2133	1311.0
-4679.21128693	-4777.21684316	-4875.22239939	-4916.40116313	-4841.59583826	-1040	1315.0
-577.692320335	-502.886995459	-428.081670583	-454.518017521	-532.022820666	-2133	1316.0
9945.06783611	9968.927495	9992.78715389	10004.4357861	9577.85454792	2133	1319.0
-12177.7885987	-12604.3698369	-13030.951075	-13125.720475	-12717.3888749	-1040	1320.0
1949.97487436	2058.34462917	2166.71438398	2121.61139649	2002.41052204	-26	1322.0
12710.046851	12810.1259601	12910.2050691	12655.4020929	12124.4640305	2133	1327.0
-7520.24427888	-8051.1823413	-8582.12040371	-8758.1433766	-8586.10819337	-1040	1328.0
23472.6817204	23542.7370968	23612.7924731	22783.8005526	21615.197905	2133	1330.0
27058.236476	27226.9692534	27395.7020308	26210.4593343	24840.0649684	2133	1332.0
-24494.1322015	-25864.5265673	-27234.9209332	-26800.9595346	-25599.1707925	-1040	1333.0
1796.11793447	1889.60399412	1983.09005376	1906.78395462	1800.79809734	-26	1335.0
-17.4615710578	23.2993412867	64.0602536311	72.1566442857	16.5844608748	-2133	1337.0
-872.570473699	-928.14265711	-983.714840521	-1038.72011333	-984.529812341	-2133	1338.0
2114.75672952	2141.32568765	2167.89464579	2181.23542241	1967.67179003	-26	1343.0
-2090.03722525	-2303.60085764	-2517.16449002	-2630.87678596	-2514.99143514	-2133	1344.0
10259.2315068	10316.7604274	10374.2893479	9456.54810151	7990.2074247	2133	1350.0
-11072.2213739	-12538.5620507	-14004.9027275	-13947.4210348	-13433.3001232	-1040	1351.0
2410.17293637	2421.61346839	2433.05400041	2405.00717867	2114.17502114	-26	1354.0
-3993.30028698	-4284.13244451	-4574.96460203	-4576.70340834	-4415.01075726	-1040	1355.0
9587.46338717	9656.00619144	9724.54899572	9594.32925576	9194.57026472	2133	1358.0
-7995.06635025	-8394.82534129	-8794.58433234	-8987.65479614	-8868.87560588	-1040	1359.0
18212.779773	18331.5589633	18450.3381536	17661.2561227	16305.2139493	2133	1360.0
-17595.8403844	-18951.8825578	-20307.9247311	-19771.7883876	-19194.1923823	-1040	1361.0
10874.1602205	10943.9580683	11013.755916	10866.5598128	10161.7901173	2133	1363.0
-9571.7613574	-10276.5310529	-10981.3007485	-11455.3921472	-11187.0688821	-1040	1364.0
-2080.65458413	-2247.84654017	-2415.03849621	-2361.77627746	-2264.24048104	-2133	1366.0
2023.54416567	2076.82328547	2130.10240527	2069.37186079	1922.7158375	-26	1368.0
-1450.37269817	-1597.02872146	-1743.68474475	-1705.41646835	-1632.19172688	-2133	1369.0
17211.0688304	17311.1331841	17411.1975378	16726.6377918	14876.6471283	2133	1371.0
-11023.2221607	-12873.2128242	-14723.2034877	-15517.3401309	-15185.3235985	-1040	1372.0
52041.7968022	52126.7734165	52211.7500309	51383.0256019	50469.0755167	2133	1375.0
21919.8047431	22037.272789	22154.7408349	21495.9267051	20821.890228	2133	1378.0
-17598.1889706	-18272.2254477	-18946.2619249	-19125.6855584	-18725.3139932	-1040	1379.0
7321.53877017	7418.80164557	7516.06452097	7437.84901974	7189.10677957	2133	1382.0
-4253.03626833	-4501.7785085	-4750.52074867	-4840.00208635	-4742.04489164	-1040	1383.0
-3255.08461611	-3481.10888371	-3707.13315132	-3680.42972041	-3498.89373612	-1040	1385.0
285.577526151	294.24677134	302.916016529	288.404355242	266.55682364	-2106	1387.0
11524.6563011	11624.8707038	11725.0851064	11576.9907287	11257.5706942	2133	1390.0
-5352.27110186	-5671.6911364	-5991.11117094	-6086.80853807	-5969.23856852	-1040	1391.0
6844.5219714	6965.18026444	7085.83855747	7156.88210745	7042.74943272	2133	1394.0
-3274.17381342	-4570.65542213	-5867.13703084	-6338.020357	-5721.81908872	-1040	1396.0
1708.52303523	1809.02439024	1909.52574526	1925.83714654	1603.85075678	-26	1400.0
-328.067581837	-650.053971606	-972.040361375	-960.860693767	-853.793250226	-2133	1401.0
4588.19306989	4655.59662289	4723.00017589	4225.18276803	3551.43578947	2133	1403.0
-3186.0339961	-3859.78097466	-4533.52795322	-4738.95672642	-4610.39481018	-1040	1404.0
10431.3493897	10559.9113059	10688.4732221	10144.7279572	9442.48308199	2133	1405.0
-7411.39392389	-8113.63879914	-8815.88367438	-9135.26771738	-8717.85373578	-1040	1406.0
2807.8677686	2908.14876033	3008.42975207	2549.12155492	1962.63656931	-26	1410.0
-969.7883587	-1556.2733443	-2142.75832991	-1911.67768595	-1680.26001271	-2133	1411.0
5334.53457389	5418.78110111	5503.02762834	5386.40162161	5140.60247152	2133	1413.0
-2479.17118127	-2724.97033136	-2970.76948145	-2934.79617717	-2843.67899287	-2106	1414.0
-1890.15418806	-2018.79346488	-2147.43274169	-2110.58389467	-2036.6166843	-2133	1416.0
2017.25984625	2051.97825604	2086.69666583	2044.80424577	1985.91719695	-26	1418.0
-353.830965991	-506.174820365	-658.51867474	-675.315413948	-669.861844465	-2133	1421.0
3757.85761036	3833.32355066	3908.78949096	3779.68301643	3404.46860975	-26	1423.0
-2974.17630391	-3349.3907106	-3724.60511728	-3817.82166468	-3638.53484812	-1040	1424.0
255.844023315	276.39723766	296.950452004	295.475460775	262.786883611	-2106	1427.0
794.077826974	723.725320784	653.372814594	641.142196409	698.652727091	-26	1431.0
2046.83578216	2008.16659195	1969.49740174	1973.36731777	1991.08660686	-26	1433.0
5162.83935449	5180.55864359	5198.27793268	4873.28425585	4338.80679521	2133	1434.0
5765.01030573	5832.9215872	5900.83286868	5833.94576999	5516.3165845	2133	1439.0
-4012.55898016	-4330.18816565	-4647.81735114	-4603.75062427	-4469.86972219	-1040	1440.0
-134.966341005	-156.951069981	-178.935798957	-187.375202886	-186.312088802	-2133	1442.0
268.671899456	279.989993393	291.308087329	284.484760575	217.618493743	-2106	1444.0
13460.3282133	13536.2878524	13612.2474914	12581.5251407	11425.0159172	2133	1448.0
-10548.6593296	-11705.1685531	-12861.6777766	-13632.1454981	-13011.2516014	-1040	1449.0
29097.0846796	29181.8130684	29266.5414572	28343.0675758	27055.9706041	2133	1453.0
-24427.9082627	-25715.0052344	-27002.1022061	-26989.5416878	-26545.333916	-1040	1454.0
-2668.60369944	-2817.50562095	-2966.40754245	-3052.63945746	-2957.95445752	-2106	1456.0
1797.91561639	1810.15111103	1822.38660567	1807.548349	1693.44972216	-26	1463.0
4800.52748304	4803.35193295	4806.17638286	4808.97456988	4722.72529293	2133	1467.0
-1573.47192475	-1659.7212017	-1745.97047866	-1788.79586831	-1771.64083404	-2133	1468.0
-622.253537413	-605.098503135	-587.943468857	-680.08323453	-830.162299069	-2133	1469.0
-614.126678677	-675.670697313	-737.21471595	-789.693479174	-754.356448738	-2133	1472.0
11283.4508006	11362.1653601	11440.8799197	11115.0063333	10510.2283796	2133	1474.0
-4587.28902277	-5043.78112015	-5500.27321753	-5583.15263162	-5337.1092887	-1040	1478.0
